"名称","個別医薬品コード","長径","短径","直径","厚さ"
"ジクロフェナクNa錠25mg「NIG」","1147002F1692","","","7.1mm","3.9mm"
"ボルタレンSRカプセル37.5mg","1147002N1174","（約）15.8mm","（約）5.8mm","",""
"ジクロフェナクNa坐剤12.5mg「日新」","1147700J1197","","","8mm",""
"ジクロフェナクNa坐剤25mg「日新」","1147700J2258","","","8mm",""
"ジクロフェナクNa坐剤50mg「日新」","1147700J3270","","","10mm",""
"ソランタール錠50mg","1148001F1059","","","約6.1mm","約2.9mm"
"ソランタール錠100mg","1148001F2101","","","約7.1mm","約3.1mm"
"ブルフェン錠100","1149001F1455","","","8.0mm","4.9mm"
"イブプロフェン錠100mg「TCK」","1149001F1498","","","8.5mm","5.3mm"
"イブプロフェン錠100mg「NIG」","1149001F1501","","","8.2mm","4.5mm"
"ブルフェン錠200","1149001F2168","","","10.2mm","5.8mm"
"イブプロフェン錠200mg「TCK」","1149001F2214","","","10.3mm","5.8mm"
"イブプロフェン錠200mg「NIG」","1149001F2222","","","10.3mm","5.8mm"
"ナイキサン錠100mg","1149007F1142","","","7.0mm","3.5mm"
"フロベン錠40","1149011F1076","","","7.4mm","4.0mm"
"ミグリステン錠20","1149013F1091","","","約6.1mm","約3.7mm"
"バキソカプセル10","1149017M1030","15.7mm","5.9mm","",""
"バキソカプセル20","1149017M2079","17.7mm","6.4mm","",""
"ロキソプロフェン錠60mg「EMEC」","1149019F1480","","","8.0mm","2.8mm"
"ロキソプロフェンナトリウム錠60mg「CH」","1149019F1498","","","9.0mm","3.3mm"
"ロキソニン錠60mg","1149019F1560","","","9.1mm","約3.3mm"
"ロキソプロフェンナトリウム錠60mg「クニヒロ」","1149019F1579","","","9.0 mm","3.2 mm"
"ロキソプロフェンNa錠60mg「サワイ」","1149019F1587","","","8.0mm","4.3mm"
"ロキソプロフェンナトリウム錠60mg「日医工」","1149019F1595","","","8.0mm","3.0mm"
"ロキソプロフェンNa錠60mg「三和」","1149019F1617","","","9.0mm","3.1mm"
"ロキソプロフェンNa錠60mg「トーワ」","1149019F1625","","","9.0mm","3.2mm"
"ロキソプロフェンNa錠60mg「ツルハラ」","1149019F1633","","","約8.0mm","約3.0mm"
"ロキソプロフェンNa錠60mg「アメル」","1149019F1668","","","約9.0mm","約3.9mm"
"ロキソプロフェンNa錠60mg「NPI」","1149019F1692","","","9.1mm","3.5mm"
"ロキソプロフェンNa錠60mg「TCK」","1149019F1706","","","9.1mm","3.1mm"
"ロキソプロフェンNa錠60mg「OHA」","1149019F1714","","","8.0mm","3.1mm"
"ロキソプロフェンNa錠60mg「あすか」","1149019F1722","","","9.0mm","3.9mm"
"ロキソプロフェンNa錠60mg「武田テバ」","1149019F1730","","","9.0mm","3.1mm"
"ロキソプロフェンNa錠60mg「三恵」","1149019F1749","","","約9.0mm","約3.1mm"
"アルボ錠100㎎","1149026F1056","","","約7mm","約2.7mm"
"アルボ錠200㎎","1149026F2206","","","約8mm","約4.1mm"
"レリフェン錠400mg","1149027F1034","","","11.1mm","5.6mm"
"ペオン錠80","1149029F1033","","","7.6mm","3.4mm"
"ザルトプロフェン錠80mg「日医工」","1149029F1130","","","7.6mm","3.2mm"
"ザルトプロフェン錠80mg「YD」","1149029F1149","","","約7mm","約3.5mm"
"ザルトプロフェン錠80mg「サワイ」","1149029F1165","","","7.6mm","3.7mm"
"ザルトプロフェン錠80mg「杏林」","1149029F1181","","","7.6mm","3.5mm"
"モーバー錠100mg","1149031F1022","","","7.6mm","4.1mm"
"アクタリット錠100mg「サワイ」","1149031F1065","","","7.6mm","4.2mm"
"オステラック錠100","1149032F1035","","","約7.1mm","約3.5mm"
"エトドラク錠100mg「SW」","1149032F1132","","","7.1mm","3.9mm"
"オステラック錠200","1149032F2031","","","約9.1mm","約4.5mm"
"エトドラク錠200mg「SW」","1149032F2171","","","9.1mm","4.8mm"
"ソセゴン錠25mg","1149034F1026","","","6.7mm","3.1mm"
"メロキシカム錠5mg「NP」","1149035F1055","","","6.5mm","2.2mm"
"メロキシカム錠5mg「NPI」","1149035F1063","","","6.0mm","2.4mm"
"メロキシカム錠5mg「サワイ」","1149035F1144","","","6.0mm","2.4mm"
"メロキシカム錠5mg「トーワ」","1149035F1187","","","6.0mm","2.5mm"
"メロキシカム錠5mg「日医工」","1149035F1195","","","6.0mm","2.8mm"
"メロキシカム錠5mg「クニヒロ」","1149035F1225","","","6.5mm","2.2mm"
"メロキシカム錠10mg「NP」","1149035F2051","","","8.0mm","2.9mm"
"メロキシカム錠10mg「NPI」","1149035F2060","","","8.0mm","2.8mm"
"メロキシカム錠10mg「サワイ」","1149035F2140","","","8.0mm","2.8mm"
"メロキシカム錠10mg「トーワ」","1149035F2183","","","8.0mm","2.9mm"
"メロキシカム錠10mg「日医工」","1149035F2191","","","7.0mm","3.0mm"
"メロキシカム錠10mg「クニヒロ」","1149035F2221","","","8.0mm","2.8mm"
"ロルカム錠2mg","1149036F1025","","","約6mm","約2.6mm"
"ロルカム錠4mg","1149036F2021","","","約7mm","約3.3mm"
"セレコキシブ錠100mg「DSEP」","1149037F1038","","","8.1mm","2.7mm"
"セレコキシブ錠100mg「YD」","1149037F1062","","","約8.0mm","約2.7mm"
"セレコキシブ錠100mg「オーハラ」","1149037F1089","","","8.0mm","2.8mm"
"セレコキシブ錠100mg「杏林」","1149037F1097","","","8.0 mm","2.8mm"
"セレコキシブ錠100mg「ケミファ」","1149037F1100","","","8.0mm","2.7mm"
"セレコキシブ錠100mg「サワイ」","1149037F1119","","","8.0mm","2.7mm"
"セレコキシブ錠100mg「武田テバ」","1149037F1135","","","8.0mm","2.5mm"
"セレコキシブ錠100mg「トーワ」","1149037F1143","","","8.0mm","2.7mm"
"セレコキシブ錠100mg「日医工」","1149037F1151","","","8mm","2.7mm"
"セレコキシブ錠100mg「ニプロ」","1149037F1178","","","8.0mm","2.8mm"
"セレコキシブ錠100mg「三笠」","1149037F1208","","","8.0mm","2.8mm"
"セレコキシブ錠100mg「明治」","1149037F1216","","","8.0（mm）","2.7（mm）"
"セレコキシブ錠200mg「DSEP」","1149037F2034","13.1mm","6.6mm","","5.2mm"
"セレコキシブ錠200mg「YD」","1149037F2069","約13.0mm","約6.5mm","","約5.1mm"
"セレコキシブ錠200mg「オーハラ」","1149037F2085","13.0mm","6.5mm","","5.2mm"
"セレコキシブ錠200mg「杏林」","1149037F2093","13.0mm","6.5 mm","","5.2mm"
"セレコキシブ錠200mg「ケミファ」","1149037F2107","13.0mm","6.5mm","","5.1mm"
"セレコキシブ錠200mg「サワイ」","1149037F2115","","","13.0mm×6.5mm","5.1mm"
"セレコキシブ錠200mg「武田テバ」","1149037F2131","","","長径13.5mm、短径6.5mm","4.2mm"
"セレコキシブ錠200mg「トーワ」","1149037F2140","13.0mm","6.5mm","","5.2mm"
"セレコキシブ錠200mg「日医工」","1149037F2158","","","13×6.5mm","5.1mm"
"セレコキシブ錠200mg「日新」","1149037F2166","12.2mm","6.1mm","",""
"セレコキシブ錠200mg「ニプロ」","1149037F2174","13.1mm","6.6mm","","5.4mm"
"セレコキシブ錠200mg「三笠」","1149037F2204","13.0mm","6.5mm","","5.2mm"
"セレコキシブ錠200mg「明治」","1149037F2212","12.2（mm）","6.1（mm）","","4.1（mm）"
"トラマドール塩酸塩OD錠25mg「KO」","1149038F1032","","","約7mm","約3.5mm"
"トラマドール塩酸塩OD錠50mg「KO」","1149038F2039","","","約9mm","約4.2mm"
"クリアミン配合錠A1.0","1149109F1034","","","11.5mm","5.6 mm"
"クリアミン配合錠S0.5","1149115F1030","","","9.0mm","5.0mm"
"トラムセット配合錠","1149117F1020","15.5mm","6.3mm","","5.5mm"
"トアラセット配合錠「DSEP」","1149117F1039","15.6mm","6.4mm","","5.1mm"
"トアラセット配合錠「Me」","1149117F1063","15.5（mm）","6.3（mm）","","5.4（mm）"
"トアラセット配合錠「TC」","1149117F1080","15.5mm","6.3mm","","5.4mm"
"トアラセット配合錠「TCK」","1149117F1098","15.2mm","6.6mm","","5.2mm"
"トアラセット配合錠「YD」","1149117F1101","約15.2mm","約6.6mm","","約5.2mm"
"トアラセット配合錠「あすか」","1149117F1110","約15.5mm","約6.3mm","","約5.4mm"
"トアラセット配合錠「オーハラ」","1149117F1128","15.2mm","6.4mm","","5.1mm"
"トアラセット配合錠「杏林」","1149117F1144","15.6mm","6.4mm","","5.1mm"
"トアラセット配合錠「サワイ」","1149117F1160","","","15.2mm×7.0mm","5.5mm"
"トアラセット配合錠「サンド」","1149117F1179","15.5mm","6.3mm","","5.4mm"
"トアラセット配合錠「トーワ」","1149117F1195","","","15.6 mm／6.9 mm（長径／短径）","5.3mm"
"トアラセット配合錠「日新」","1149117F1217","14.8mm","6.8mm","",""
"トアラセット配合錠「マルイシ」","1149117F1241","15.6mm","6.4mm","","5.1mm"
"トアラセット配合錠「三笠」","1149117F1250","15.6mm","6.4mm","","5.1mm"
"トアラセット配合錠「NIG」","1149117F1276","15.1mm","7.1mm","","5.0mm"
"ケトプロフェン坐剤50mg「日新」","1149700J1116","","","8mm",""
"ケトプロフェン坐剤75mg「日新」","1149700J2112","","","10mm",""
"ヒロポン錠","1151001F1020","","","約5mm","約2.1mm"
"シンメトレル錠50mg","1161001F1050","","","7.1mm","3.3mm"
"アマンタジン塩酸塩錠50mg「ZE」","1161001F1115","","","7.1mm","3.7mm"
"アマンタジン塩酸塩錠50mg「サワイ」","1161001F1131","","","7.1mm","3.8mm"
"アマンタジン塩酸塩錠50mg「杏林」","1161001F1140","","","7.1 mm","3.8mm"
"アマンタジン塩酸塩錠50mg「日医工」","1161001F1158","","","7.1mm","3.8mm"
"アマンタジン塩酸塩錠50mg「ツルハラ」","1161001F1174","","","約 6.5mm","約 3.9mm"
"シンメトレル錠100mg","1161001F2057","","","8.1mm","3.5mm"
"アマンタジン塩酸塩錠100mg「日医工」","1161001F2138","","","8.2mm","4.2mm"
"アマンタジン塩酸塩錠100mg「ZE」","1161001F2146","","","7.6mm","4.4mm"
"アマンタジン塩酸塩錠100mg「サワイ」","1161001F2154","","","8.2mm","4.2mm"
"アマンタジン塩酸塩錠100mg「杏林」","1161001F2162","","","8.2mm","4.1mm"
"アマンタジン塩酸塩錠100mg「ツルハラ」","1161001F2189","","","約 8.2mm","約 3.8mm"
"アキネトン錠1mg","1162001F1066","","","約7mm","約2.1mm"
"ビペリデン塩酸塩錠1mg「アメル」","1162001F1074","","","約7.0mm","約2.1mm"
"ビペリデン塩酸塩錠1mg「ヨシトミ」","1162001F1082","","","6.5mm","2.3mm"
"ビペリデン塩酸塩錠2mg「サワイ」","1162001F2046","","","7.0mm","2.9mm"
"ドパゾール錠200mg","1164001F1060","","","9.2mm","4.9mm"
"ドパストンカプセル250mg","1164001M2031","17.8mm","6.4mm","",""
"パーキネス錠2","1169001F1121","","","6.5mm","2.7mm"
"セドリーナ錠2mg","1169001F1202","","","7.0mm","約2.3mm"
"トリヘキシフェニジル塩酸塩錠2mg「CH」","1169001F1229","","","6.5mm","2.1mm"
"トリヘキシフェニジル塩酸塩錠2mg「アメル」","1169001F1237","","","約6.0mm","約2.7mm"
"トリヘキシフェニジル塩酸塩錠2mg「杏林」","1169001F1253","","","8.1mm","2.9mm"
"トリヘキシフェニジル塩酸塩錠2mg「ニプロ」","1169001F1261","","","8.0mm","3.0mm"
"トリヘキシフェニジル塩酸塩錠2mg「NIG」","1169001F1270","","","6.5mm","2.3mm"
"トリモール錠2mg","1169003F1031","","","6.1mm","3.0mm"
"ブロモクリプチン錠2.5mg「F」","1169005F1278","","","7mm","2.8mm"
"ブロモクリプチン錠2.5mg「トーワ」","1169005F1308","","","7.0mm","2.7mm"
"ドプスOD錠100mg","1169006F1027","","","約8mm","約3.6mm"
"ドプスOD錠200mg","1169006F2023","","","約10mm","約4.7mm"
"ペルマックス錠50μg","1169008F1026","11.7mm","6.4mm","","3.8mm"
"ペルゴリド錠50μg「サワイ」","1169008F1069","","","11.6mm×6.3mm","4.0mm"
"ペルマックス錠250μg","1169008F2022","11.7mm","6.4mm","","3.8mm"
"ペルゴリド錠250μg「サワイ」","1169008F2065","","","11.6mm×6.3mm","4.0mm"
"セレギリン塩酸塩錠2.5mg「アメル」","1169010F1031","","","約6.5mm","約2.4mm"
"セレギリン塩酸塩錠2.5mg「タイヨー」","1169010F1040","","","6.5mm","2.7mm"
"エフピーOD錠2.5","1169010F2020","","","7.5mm","4.2mm"
"カベルゴリン錠0.25mg「サワイ」","1169011F1044","","","5.5mm","2.9mm"
"カベルゴリン錠1.0mg「サワイ」","1169011F2040","","","7.4mm×3.8mm","2.9mm"
"ビ・シフロール錠0.125mg","1169012F1022","6mm","6mm","","2.3～2.5mm"
"プラミペキソール塩酸塩錠0.125mg「DSEP」","1169012F1049","","","6.0mm","2.5mm"
"プラミペキソール塩酸塩錠0.125mg「FFP」","1169012F1065","","","約6.0mm","約2.5mm"
"プラミペキソール塩酸塩錠0.125mg「YD」","1169012F1120","","","約6mm","約2.5mm"
"プラミペキソール塩酸塩錠0.125mg「サワイ」","1169012F1154","","","6.0mm","2.3mm"
"プラミペキソール塩酸塩錠0.125mg「日医工」","1169012F1170","","","6.0mm","2.3mm"
"ビ・シフロール錠0.5mg","1169012F2029","10.6mm","7.6mm","","2.7～2.9mm"
"プラミペキソール塩酸塩錠0.5mg「DSEP」","1169012F2045","","","7.0mm","3.1mm"
"プラミペキソール塩酸塩錠0.5mg「FFP」","1169012F2061","","","約7.0mm","約3.1mm"
"プラミペキソール塩酸塩錠0.5mg「YD」","1169012F2126","","","約7mm","約3.1mm"
"プラミペキソール塩酸塩錠0.5mg「サワイ」","1169012F2150","","","10.6mm×7.6mm","2.8mm"
"プラミペキソール塩酸塩錠0.5mg「日医工」","1169012F2177","","","7.7×10.7mm","2.9mm"
"プラミペキソール塩酸塩OD錠0.125mg「トーワ」","1169012F3025","","","6.0mm","2.9mm"
"プラミペキソール塩酸塩OD錠0.5mg「トーワ」","1169012F4021","","","8.0mm","3.4mm"
"プラミペキソール塩酸塩LA錠0.375mgMI「DSEP」","1169012G1036","","","9.1mm","4.4mm"
"プラミペキソール塩酸塩LA錠0.375mgMI「オーハラ」","1169012G1060","","","9.1mm","4.4mm"
"プラミペキソール塩酸塩LA錠0.375mgMI「サワイ」","1169012G1079","","","9.0mm","4.5mm"
"プラミペキソール塩酸塩LA錠0.375mgMI「トーワ」","1169012G1087","","","9.1mm","4.4mm"
"プラミペキソール塩酸塩LA錠1.5mgMI「DSEP」","1169012G2032","14.1mm","6.9mm","","5.1mm"
"プラミペキソール塩酸塩LA錠1.5mgMI「オーハラ」","1169012G2067","14.1mm","6.9mm","","5.1mm"
"プラミペキソール塩酸塩LA錠1.5mgMI「サワイ」","1169012G2075","","","14.0mm×6.8mm","5.0mm"
"プラミペキソール塩酸塩LA錠1.5mgMI「トーワ」","1169012G2083","14.1mm","6.9mm","","5.1mm"
"ロピニロール錠0.25mg「JG」","1169013F1035","","","7.2mm","2.9mm"
"ロピニロール錠1mg「JG」","1169013F2031","","","7.6mm","3.3mm"
"ロピニロール錠2mg「JG」","1169013F3038","","","7.7mm","3.3mm"
"ロピニロールOD錠0.25mg「アメル」","1169013F4026","","","約8.0mm","約3.2mm"
"ロピニロールOD錠1mg「アメル」","1169013F5022","","","約8.0mm","約3.2mm"
"ロピニロールOD錠2mg「アメル」","1169013F6029","","","約8.0mm","約3.2mm"
"ロピニロール徐放錠2mg「トーワ」","1169013G1049","12.6mm","6.9mm","","6.4mm"
"ロピニロール徐放錠2mg「サワイ」","1169013G1057","","","12.7mm×6.9mm","6.7mm"
"ロピニロール徐放錠8mg「トーワ」","1169013G2045","12.6mm","6.9mm","","6.4mm"
"ロピニロール徐放錠8mg「サワイ」","1169013G2053","","","12.7mm×6.9mm","6.7mm"
"エンタカポン錠100mg「アメル」","1169014F1056","約13.3mm","約6.2mm","","約4.6mm"
"エンタカポン錠100mg「トーワ」","1169014F1064","13.2mm","6.2mm","","4.7mm"
"エンタカポン錠100mg「サンド」","1169014F1072","約13.0mm","約6.0mm","","約4.9mm"
"トレリーフOD錠25mg","1169015F2022","","","約8mm","約3.2mm"
"ゾニサミドOD錠25mgTRE「SMPP」","1169015F2030","","","約8mm","約3.2mm"
"ゾニサミドOD錠25mgTRE「DSEP」","1169015F2049","","","8.0mm","3.2mm"
"ゾニサミドOD錠25mgTRE「KO」","1169015F2057","","","約7mm","約2.7mm"
"ゾニサミドOD錠25mgTRE「ZE」","1169015F2065","","","8.0mm","3.2mm"
"ゾニサミドOD錠25mgTRE「アメル」","1169015F2073","","","約8.0mm","約3.2mm"
"ゾニサミドOD錠25mgTRE「杏林」","1169015F2081","","","8.0mm","3.2mm"
"ゾニサミドOD錠25mgTRE「ケミファ」","1169015F2090","","","8.1mm","3.3mm"
"ゾニサミドOD錠25mgTRE「サワイ」","1169015F2103","","","8.0mm","3.2mm"
"ゾニサミドOD錠25mgTRE「トーワ」","1169015F2138","","","7.0mm","3.4mm"
"ゾニサミドOD錠25mgTRE「日医工」","1169015F2146","","","8.0mm","3.9mm"
"ゾニサミドOD錠25mgTRE「ニプロ」","1169015F2162","","","8.0mm","3.2mm"
"トレリーフOD錠50mg","1169015F3029","","","約10.5mm","約3.8mm"
"ゾニサミドOD錠50mgTRE「SMPP」","1169015F3037","","","約10.5mm","約3.8mm"
"ゾニサミドOD錠50mgTRE「DSEP」","1169015F3045","","","10.5mm","3.8mm"
"ゾニサミドOD錠50mgTRE「KO」","1169015F3053","","","約9mm","約3.8mm"
"ゾニサミドOD錠50mgTRE「ZE」","1169015F3061","","","10.5mm","3.8mm"
"ゾニサミドOD錠50mgTRE「アメル」","1169015F3070","","","約10.6mm","約3.8mm"
"ゾニサミドOD錠50mgTRE「杏林」","1169015F3088","","","10.5mm","3.8mm"
"ゾニサミドOD錠50mgTRE「ケミファ」","1169015F3096","","","10.6mm","3.9mm"
"ゾニサミドOD錠50mgTRE「サワイ」","1169015F3100","","","10.5mm","3.8mm"
"ゾニサミドOD錠50mgTRE「トーワ」","1169015F3134","","","9.0mm","4.4mm"
"ゾニサミドOD錠50mgTRE「日医工」","1169015F3142","","","15.0×7.0mm","4.4mm"
"ゾニサミドOD錠50mgTRE「ニプロ」","1169015F3169","","","10.5mm","3.8mm"
"アジレクト錠0.5mg","1169017F1025","","","6.5mm","約2.4mm"
"アジレクト錠1mg","1169017F2021","","","8.0mm","約3.2mm"
"エクフィナ錠50mg","1169018F1020","","","約7.1mm","約3.5mm"
"オンジェンティス錠25mg","1169019F1024","約11.6mm","約5.1mm","","約3.6mm"
"イーシー・ドパール配合錠","1169100F1052","","","9.1mm","3.5mm"
"ネオドパゾール配合錠","1169100F1060","","","9.1mm","3.2mm"
"ネオドパストン配合錠L100","1169101F1120","12.8mm","7.2mm","","3.4mm"
"メネシット配合錠100","1169101F1146","12.9mm","7.2mm","","3.0mm"
"カルコーパ配合錠L100","1169101F1154","","","約8.0mm","約2.7mm"
"ネオドパストン配合錠L250","1169101F2045","14.8mm","8.2mm","","4.2mm"
"メネシット配合錠250","1169101F2053","14.9mm","8.2mm","","4.4mm"
