"名称","個別医薬品コード","長径","短径","直径","厚さ"
"ソセゴン錠25mg","1149034F1026","","","6.7","3.1"
"メロキシカム錠5mg「NP」","1149035F1055","","","6.5","2.2"
"メロキシカム錠5mg「NPI」","1149035F1063","","","6.0","2.4"
"メロキシカム錠5mg「サワイ」","1149035F1144","","","6.0","2.4"
"メロキシカム錠5mg「トーワ」","1149035F1187","","","6.0","2.5"
"メロキシカム錠5mg「日医工」","1149035F1195","","","6.0","2.8"
"メロキシカム錠5mg「クニヒロ」","1149035F1225","","","6.5","2.2"
"メロキシカム錠10mg「NP」","1149035F2051","","","8.0","2.9"
"メロキシカム錠10mg「NPI」","1149035F2060","","","8.0","2.8"
"メロキシカム錠10mg「サワイ」","1149035F2140","","","8.0","2.8"
"メロキシカム錠10mg「トーワ」","1149035F2183","","","8.0","2.9"
"メロキシカム錠10mg「日医工」","1149035F2191","","","7.0","3.0"
"メロキシカム錠10mg「クニヒロ」","1149035F2221","","","8.0","2.8"
"ロルカム錠2mg","1149036F1025","","","6","2.6"
"ロルカム錠4mg","1149036F2021","","","7","3.3"
"セレコキシブ錠100mg「DSEP」","1149037F1038","","","8.1","2.7"
"セレコキシブ錠100mg「YD」","1149037F1062","","","8.0","2.7"
"セレコキシブ錠100mg「オーハラ」","1149037F1089","","","8.0","2.8"
"セレコキシブ錠100mg「杏林」","1149037F1097","","","8.0","2.8"
"セレコキシブ錠100mg「ケミファ」","1149037F1100","","","8.0","2.7"
"セレコキシブ錠100mg「サワイ」","1149037F1119","","","8.0","2.7"
"セレコキシブ錠100mg「武田テバ」","1149037F1135","","","8.0","2.5"
"セレコキシブ錠100mg「トーワ」","1149037F1143","","","8.0","2.7"
"セレコキシブ錠100mg「日医工」","1149037F1151","","","8","2.7"
"セレコキシブ錠100mg「ニプロ」","1149037F1178","","","8.0","2.8"
"セレコキシブ錠100mg「三笠」","1149037F1208","","","8.0","2.8"
"セレコキシブ錠100mg「明治」","1149037F1216","","","8.0","2.7"
"セレコキシブ錠200mg「DSEP」","1149037F2034","13.1","6.6","","5.2"
"セレコキシブ錠200mg「YD」","1149037F2069","13.0","6.5","","5.1"
"セレコキシブ錠200mg「オーハラ」","1149037F2085","13.0","6.5","","5.2"
"セレコキシブ錠200mg「杏林」","1149037F2093","13.0","6.5","","5.2"
"セレコキシブ錠200mg「ケミファ」","1149037F2107","13.0","6.5","","5.1"
"セレコキシブ錠200mg「サワイ」","1149037F2115","","","13.0","5.1"
"セレコキシブ錠200mg「武田テバ」","1149037F2131","","","","4.2"
"セレコキシブ錠200mg「トーワ」","1149037F2140","13.0","6.5","","5.2"
"セレコキシブ錠200mg「日医工」","1149037F2158","","","13","5.1"
"セレコキシブ錠200mg「日新」","1149037F2166","12.2","6.1","",""
"セレコキシブ錠200mg「ニプロ」","1149037F2174","13.1","6.6","","5.4"
"セレコキシブ錠200mg「三笠」","1149037F2204","13.0","6.5","","5.2"
"セレコキシブ錠200mg「明治」","1149037F2212","12.2","6.1","","4.1"
"トラマドール塩酸塩OD錠25mg「KO」","1149038F1032","","","7","3.5"
"トラマドール塩酸塩OD錠50mg「KO」","1149038F2039","","","9","4.2"
"クリアミン配合錠A1.0","1149109F1034","","","11.5","5.6"
"クリアミン配合錠S0.5","1149115F1030","","","9.0","5.0"
"トラムセット配合錠","1149117F1020","15.5","6.3","","5.5"
"トアラセット配合錠「DSEP」","1149117F1039","15.6","6.4","","5.1"
"トアラセット配合錠「Me」","1149117F1063","15.5","6.3","","5.4"
"トアラセット配合錠「TC」","1149117F1080","15.5","6.3","","5.4"
"トアラセット配合錠「TCK」","1149117F1098","15.2","6.6","","5.2"
"トアラセット配合錠「YD」","1149117F1101","15.2","6.6","","5.2"
"トアラセット配合錠「あすか」","1149117F1110","15.5","6.3","","5.4"
"トアラセット配合錠「オーハラ」","1149117F1128","15.2","6.4","","5.1"
"トアラセット配合錠「杏林」","1149117F1144","15.6","6.4","","5.1"
"トアラセット配合錠「サワイ」","1149117F1160","","","15.2","5.5"
"トアラセット配合錠「サンド」","1149117F1179","15.5","6.3","","5.4"
"トアラセット配合錠「トーワ」","1149117F1195","","","15.6","5.3"
"トアラセット配合錠「日新」","1149117F1217","14.8","6.8","",""
"トアラセット配合錠「マルイシ」","1149117F1241","15.6","6.4","","5.1"
"トアラセット配合錠「三笠」","1149117F1250","15.6","6.4","","5.1"
"トアラセット配合錠「NIG」","1149117F1276","15.1","7.1","","5.0"
"ケトプロフェン坐剤50mg「日新」","1149700J1116","","","8",""
"ケトプロフェン坐剤75mg「日新」","1149700J2112","","","10",""
"ヒロポン錠","1151001F1020","","","5","2.1"
"シンメトレル錠50mg","1161001F1050","","","7.1","3.3"
"アマンタジン塩酸塩錠50mg「ZE」","1161001F1115","","","7.1","3.7"
"アマンタジン塩酸塩錠50mg「サワイ」","1161001F1131","","","7.1","3.8"
"アマンタジン塩酸塩錠50mg「杏林」","1161001F1140","","","7.1","3.8"
"アマンタジン塩酸塩錠50mg「日医工」","1161001F1158","","","7.1","3.8"
"アマンタジン塩酸塩錠50mg「ツルハラ」","1161001F1174","","","6.5","3.9"
"シンメトレル錠100mg","1161001F2057","","","8.1","3.5"
"アマンタジン塩酸塩錠100mg「日医工」","1161001F2138","","","8.2","4.2"
"アマンタジン塩酸塩錠100mg「ZE」","1161001F2146","","","7.6","4.4"
"アマンタジン塩酸塩錠100mg「サワイ」","1161001F2154","","","8.2","4.2"
"アマンタジン塩酸塩錠100mg「杏林」","1161001F2162","","","8.2","4.1"
"アマンタジン塩酸塩錠100mg「ツルハラ」","1161001F2189","","","8.2","3.8"
"アキネトン錠1mg","1162001F1066","","","7","2.1"
"ビペリデン塩酸塩錠1mg「アメル」","1162001F1074","","","7.0","2.1"
"ビペリデン塩酸塩錠1mg「ヨシトミ」","1162001F1082","","","6.5","2.3"
"ビペリデン塩酸塩錠2mg「サワイ」","1162001F2046","","","7.0","2.9"
"ドパゾール錠200mg","1164001F1060","","","9.2","4.9"
"ドパストンカプセル250mg","1164001M2031","17.8","6.4","",""
"パーキネス錠2","1169001F1121","","","6.5","2.7"
"セドリーナ錠2mg","1169001F1202","","","7.0","2.3"
"トリヘキシフェニジル塩酸塩錠2mg「CH」","1169001F1229","","","6.5","2.1"
"トリヘキシフェニジル塩酸塩錠2mg「アメル」","1169001F1237","","","6.0","2.7"
"トリヘキシフェニジル塩酸塩錠2mg「杏林」","1169001F1253","","","8.1","2.9"
"トリヘキシフェニジル塩酸塩錠2mg「ニプロ」","1169001F1261","","","8.0","3.0"
"トリヘキシフェニジル塩酸塩錠2mg「NIG」","1169001F1270","","","6.5","2.3"
"トリモール錠2mg","1169003F1031","","","6.1","3.0"
"ブロモクリプチン錠2.5mg「F」","1169005F1278","","","7","2.8"
"ブロモクリプチン錠2.5mg「トーワ」","1169005F1308","","","7.0","2.7"
"ドプスOD錠100mg","1169006F1027","","","8","3.6"
"ドプスOD錠200mg","1169006F2023","","","10","4.7"
"ペルマックス錠50μg","1169008F1026","11.7","6.4","","3.8"
"ペルゴリド錠50μg「サワイ」","1169008F1069","","","11.6","4.0"
"ペルマックス錠250μg","1169008F2022","11.7","6.4","","3.8"
"ペルゴリド錠250μg「サワイ」","1169008F2065","","","11.6","4.0"
"セレギリン塩酸塩錠2.5mg「アメル」","1169010F1031","","","6.5","2.4"
"セレギリン塩酸塩錠2.5mg「タイヨー」","1169010F1040","","","6.5","2.7"
"エフピーOD錠2.5","1169010F2020","","","7.5","4.2"
"カベルゴリン錠0.25mg「サワイ」","1169011F1044","","","5.5","2.9"
"カベルゴリン錠1.0mg「サワイ」","1169011F2040","","","7.4","2.9"
"ビ・シフロール錠0.125mg","1169012F1022","6","6","","2.3"
"プラミペキソール塩酸塩錠0.125mg「DSEP」","1169012F1049","","","6.0","2.5"
"プラミペキソール塩酸塩錠0.125mg「FFP」","1169012F1065","","","6.0","2.5"
"プラミペキソール塩酸塩錠0.125mg「YD」","1169012F1120","","","6","2.5"
"プラミペキソール塩酸塩錠0.125mg「サワイ」","1169012F1154","","","6.0","2.3"
"プラミペキソール塩酸塩錠0.125mg「日医工」","1169012F1170","","","6.0","2.3"
"ビ・シフロール錠0.5mg","1169012F2029","10.6","7.6","","2.7"
"プラミペキソール塩酸塩錠0.5mg「DSEP」","1169012F2045","","","7.0","3.1"
"プラミペキソール塩酸塩錠0.5mg「FFP」","1169012F2061","","","7.0","3.1"
"プラミペキソール塩酸塩錠0.5mg「YD」","1169012F2126","","","7","3.1"
"プラミペキソール塩酸塩錠0.5mg「サワイ」","1169012F2150","","","10.6","2.8"
"プラミペキソール塩酸塩錠0.5mg「日医工」","1169012F2177","","","7.7","2.9"
"プラミペキソール塩酸塩OD錠0.125mg「トーワ」","1169012F3025","","","6.0","2.9"
"プラミペキソール塩酸塩OD錠0.5mg「トーワ」","1169012F4021","","","8.0","3.4"
"プラミペキソール塩酸塩LA錠0.375mgMI「DSEP」","1169012G1036","","","9.1","4.4"
"プラミペキソール塩酸塩LA錠0.375mgMI「オーハラ」","1169012G1060","","","9.1","4.4"
"プラミペキソール塩酸塩LA錠0.375mgMI「サワイ」","1169012G1079","","","9.0","4.5"
"プラミペキソール塩酸塩LA錠0.375mgMI「トーワ」","1169012G1087","","","9.1","4.4"
"プラミペキソール塩酸塩LA錠1.5mgMI「DSEP」","1169012G2032","14.1","6.9","","5.1"
"プラミペキソール塩酸塩LA錠1.5mgMI「オーハラ」","1169012G2067","14.1","6.9","","5.1"
"プラミペキソール塩酸塩LA錠1.5mgMI「サワイ」","1169012G2075","","","14.0","5.0"
"プラミペキソール塩酸塩LA錠1.5mgMI「トーワ」","1169012G2083","14.1","6.9","","5.1"
"ロピニロール錠0.25mg「JG」","1169013F1035","","","7.2","2.9"
"ロピニロール錠1mg「JG」","1169013F2031","","","7.6","3.3"
"ロピニロール錠2mg「JG」","1169013F3038","","","7.7","3.3"
"ロピニロールOD錠0.25mg「アメル」","1169013F4026","","","8.0","3.2"
"ロピニロールOD錠1mg「アメル」","1169013F5022","","","8.0","3.2"
"ロピニロールOD錠2mg「アメル」","1169013F6029","","","8.0","3.2"
"ロピニロール徐放錠2mg「トーワ」","1169013G1049","12.6","6.9","","6.4"
"ロピニロール徐放錠2mg「サワイ」","1169013G1057","","","12.7","6.7"
"ロピニロール徐放錠8mg「トーワ」","1169013G2045","12.6","6.9","","6.4"
"ロピニロール徐放錠8mg「サワイ」","1169013G2053","","","12.7","6.7"
"エンタカポン錠100mg「アメル」","1169014F1056","13.3","6.2","","4.6"
"エンタカポン錠100mg「トーワ」","1169014F1064","13.2","6.2","","4.7"
"エンタカポン錠100mg「サンド」","1169014F1072","13.0","6.0","","4.9"
"トレリーフOD錠25mg","1169015F2022","","","8","3.2"
"ゾニサミドOD錠25mgTRE「SMPP」","1169015F2030","","","8","3.2"
"ゾニサミドOD錠25mgTRE「DSEP」","1169015F2049","","","8.0","3.2"
"ゾニサミドOD錠25mgTRE「KO」","1169015F2057","","","7","2.7"
"ゾニサミドOD錠25mgTRE「ZE」","1169015F2065","","","8.0","3.2"
"ゾニサミドOD錠25mgTRE「アメル」","1169015F2073","","","8.0","3.2"
"ゾニサミドOD錠25mgTRE「杏林」","1169015F2081","","","8.0","3.2"
"ゾニサミドOD錠25mgTRE「ケミファ」","1169015F2090","","","8.1","3.3"
"ゾニサミドOD錠25mgTRE「サワイ」","1169015F2103","","","8.0","3.2"
"ゾニサミドOD錠25mgTRE「トーワ」","1169015F2138","","","7.0","3.4"
"ゾニサミドOD錠25mgTRE「日医工」","1169015F2146","","","8.0","3.9"
"ゾニサミドOD錠25mgTRE「ニプロ」","1169015F2162","","","8.0","3.2"
"トレリーフOD錠50mg","1169015F3029","","","10.5","3.8"
"ゾニサミドOD錠50mgTRE「SMPP」","1169015F3037","","","10.5","3.8"
"ゾニサミドOD錠50mgTRE「DSEP」","1169015F3045","","","10.5","3.8"
"ゾニサミドOD錠50mgTRE「KO」","1169015F3053","","","9","3.8"
"ゾニサミドOD錠50mgTRE「ZE」","1169015F3061","","","10.5","3.8"
"ゾニサミドOD錠50mgTRE「アメル」","1169015F3070","","","10.6","3.8"
"ゾニサミドOD錠50mgTRE「杏林」","1169015F3088","","","10.5","3.8"
"ゾニサミドOD錠50mgTRE「ケミファ」","1169015F3096","","","10.6","3.9"
"ゾニサミドOD錠50mgTRE「サワイ」","1169015F3100","","","10.5","3.8"
"ゾニサミドOD錠50mgTRE「トーワ」","1169015F3134","","","9.0","4.4"
"ゾニサミドOD錠50mgTRE「日医工」","1169015F3142","","","15.0","4.4"
"ゾニサミドOD錠50mgTRE「ニプロ」","1169015F3169","","","10.5","3.8"
"アジレクト錠0.5mg","1169017F1025","","","6.5","2.4"
"アジレクト錠1mg","1169017F2021","","","8.0","3.2"
"エクフィナ錠50mg","1169018F1020","","","7.1","3.5"
"オンジェンティス錠25mg","1169019F1024","11.6","5.1","","3.6"
"イーシー・ドパール配合錠","1169100F1052","","","9.1","3.5"
"ネオドパゾール配合錠","1169100F1060","","","9.1","3.2"
"ネオドパストン配合錠L100","1169101F1120","12.8","7.2","","3.4"
"メネシット配合錠100","1169101F1146","12.9","7.2","","3.0"
"カルコーパ配合錠L100","1169101F1154","","","8.0","2.7"
"ネオドパストン配合錠L250","1169101F2045","14.8","8.2","","4.2"
"メネシット配合錠250","1169101F2053","14.9","8.2","","4.4"
"カルコーパ配合錠L250","1169101F2061","","","11.0","4.4"
"コントミン糖衣錠12.5mg","1171001F1073","","","7.4","4.7"
"コントミン糖衣錠25mg","1171001F2177","","","7.7","4.6"
"クロルプロマジン塩酸塩錠25mg「ツルハラ」","1171001F2185","","","7.0","4.2"
"コントミン糖衣錠50mg","1171001F3203","","","8.5","5.1"
"コントミン糖衣錠100mg","1171001F4072","","","9.5","5.4"
"ニューレプチル錠5mg","1172005F1044","","","6.1","3.7"
"ニューレプチル錠10mg","1172005F2067","","","6.1","3.7"
"ニューレプチル錠25mg","1172005F3047","","","6.1","3.7"
"トリラホン錠2mg","1172006F1030","","","7.8","5.1"
"トリラホン錠4mg","1172006F2045","","","7.8","5.1"
"トリラホン錠8mg","1172006F3033","","","9.5","5.9"
"フルメジン糖衣錠（0.25）","1172009F1026","","","6.5","4.0"
"フルメジン糖衣錠（0.5）","1172009F2022","","","7.0","4.0"
"フルメジン糖衣錠（1）","1172009F3029","","","7.8","4.7"
"ノバミン錠5mg","1172010F1037","","","5.0","2.3"
"ピーゼットシー糖衣錠2mg","1172013F1030","","","7.4","4.8"
"ピーゼットシー糖衣錠4mg","1172013F2037","","","7.8","4.5"
"ピーゼットシー糖衣錠8mg","1172013F3033","","","8.5","5.0"
"ヒルナミン錠（5mg）","1172014F1027","","","6.0","3.6"
"レボトミン錠5mg","1172014F1043","","","7.1","2.8"
"レボトミン錠25mg","1172014F2120","","","7.1","3.0"
"ヒルナミン錠（25mg）","1172014F2139","","","6.0","3.6"
"レボメプロマジン錠25mg「ツルハラ」","1172014F2163","","","7.1","3.5"
"ヒルナミン錠（50mg）","1172014F3038","","","9.0","4.5"
"レボトミン錠50mg","1172014F3070","","","8.1","3.5"
"アナフラニール錠10mg","1174002F1029","","","","3.5"
"アナフラニール錠25mg","1174002F2025","","","","3.6"
"スルモンチール錠10mg","1174005F1022","","","6.2","3.7"
"スルモンチール錠25mg","1174005F2029","","","6.2","3.7"
"イミドール糖衣錠（10）","1174006F1027","","","6.2","3.5"
"トフラニール錠10mg","1174006F1078","","","","3.5"
"イミドール糖衣錠（25）","1174006F2023","","","6.2","3.5"
"トフラニール錠25mg","1174006F2074","","","","3.6"
"トリプタノール錠10","1179002F1068","","","6.4","3.3"
"アミトリプチリン塩酸塩錠10mg「サワイ」","1179002F1122","","","6.1","3.7"
"トリプタノール錠25","1179002F2072","","","6.4","3.3"
"アミトリプチリン塩酸塩錠25mg「サワイ」","1179002F2137","","","7.1","3.9"
"ノリトレン錠10mg","1179004F1024","","","6.4","3.6"
"ノリトレン錠25mg","1179004F2039","","","7.6","3.8"
"プロピタン錠50mg","1179006F1031","","","8.2","4.1"
"マプロチリン塩酸塩錠10mg「アメル」","1179008F1081","","","6.1","2.8"
"マプロチリン塩酸塩錠25mg「アメル」","1179008F2070","","","6.1","3.0"
"ホーリット錠20mg","1179011F1024","","","7.9","4.8"
"ホーリット錠40mg","1179011F2020","","","7.9","4.8"
"リーゼ錠5mg","1179012F1118","","","6.1","2.9"
"クロチアゼパム錠5mg「トーワ」","1179012F1134","","","6.5","3.4"
"クロチアゼパム錠5mg「日医工」","1179012F1150","","","5.1","2.1"
"クロチアゼパム錠5mg「サワイ」","1179012F1169","","","6.1","2.9"
"クロチアゼパム錠5mg「ツルハラ」","1179012F1177","","","5.1","2.9"
"リーゼ錠10mg","1179012F2033","","","6.1","2.9"
"クロチアゼパム錠10mg「トーワ」","1179012F2050","","","6.1","2.8"
"クロチアゼパム錠10mg「日医工」","1179012F2084","","","6.1","2.8"
"クロチアゼパム錠10mg「サワイ」","1179012F2092","","","6.1","2.8"
"クロチアゼパム錠10mg「ツルハラ」","1179012F2106","","","6.1","2.6"
